"Date","Price","Open","High","Low","Vol.","Change %"
"01/20/2013","1,080.72","1,081.67","1,081.95","1,080.10","1.19M","-0.06%"
"01/21/2013","1,074.17","1,080.72","1,082.37","1,071.98","4.90M","-0.61%"
"01/22/2013","1,073.18","1,074.17","1,074.17","1,073.08","14.38M","-0.09%"
"01/23/2013","1,070.44","1,073.18","1,073.18","1,065.53","14.76M","-0.26%"
"01/27/2013","1,073.38","1,070.44","1,073.38","1,070.44","10.61M","0.27%"
"01/28/2013","1,079.34","1,073.38","1,079.34","1,069.87","1.98M","0.56%"
"01/29/2013","1,085.61","1,079.34","1,085.61","1,078.79","6.81M","0.58%"
"01/30/2013","1,084.92","1,085.61","1,089.73","1,084.92","8.76M","-0.06%"
"01/31/2013","1,085.14","1,084.92","1,086.63","1,084.92","2.94M","0.02%"
"02/03/2013","1,085.99","1,085.34","1,085.99","1,084.44","2.43M","0.08%"
"02/04/2013","1,085.40","1,085.99","1,086.58","1,084.59","1.58M","-0.05%"
"02/05/2013","1,099.59","1,085.40","1,106.80","1,085.40","5.13M","1.31%"
"02/06/2013","1,089.16","1,099.59","1,099.59","1,089.04","6.08M","-0.95%"
"02/07/2013","1,088.08","1,089.47","1,092.34","1,087.59","2.60M","-0.10%"
"02/10/2013","1,085.57","1,087.81","1,087.81","1,085.57","3.62M","-0.23%"
"02/11/2013","1,085.98","1,085.57","1,086.19","1,085.47","3.29M","0.04%"
"02/12/2013","1,085.37","1,085.98","1,085.98","1,084.49","1.55M","-0.06%"
"02/13/2013","1,083.92","1,087.16","1,088.28","1,083.61","6.40M","-0.13%"
"02/14/2013","1,091.26","1,084.19","1,091.26","1,084.19","7.46M","0.68%"
"02/17/2013","1,094.53","1,091.26","1,094.71","1,091.26","1.88M","0.30%"
"02/18/2013","1,096.11","1,094.26","1,096.11","1,094.26","2.72M","0.14%"
"02/19/2013","1,095.14","1,096.11","1,097.90","1,094.27","4.19M","-0.09%"
"02/20/2013","1,103.05","1,100.52","1,104.30","1,100.52","1.32M","0.72%"
"02/21/2013","1,102.80","1,103.05","1,103.57","1,099.46","1.90M","-0.02%"
"02/24/2013","1,102.78","1,102.53","1,103.16","1,102.50","1.91M","0.00%"
"02/25/2013","1,101.60","1,102.78","1,103.40","1,101.08","1.58M","-0.11%"
"02/26/2013","1,096.10","1,101.60","1,101.60","1,095.47","2.88M","-0.50%"
"02/27/2013","1,097.26","1,096.26","1,097.42","1,094.71","12.21M","0.11%"
"02/28/2013","1,089.94","1,097.26","1,097.38","1,087.90","1.87M","-0.67%"
"03/03/2013","1,097.47","1,090.98","1,097.47","1,090.98","966.58K","0.69%"
"03/04/2013","1,093.73","1,097.47","1,098.51","1,093.73","2.24M","-0.34%"
"03/05/2013","1,092.81","1,093.73","1,101.34","1,091.99","909.16K","-0.08%"
"03/06/2013","1,097.98","1,093.57","1,097.98","1,093.57","753.95K","0.47%"
"03/07/2013","1,099.79","1,099.02","1,102.17","1,099.02","1.75M","0.16%"
"03/10/2013","1,107.25","1,099.79","1,107.25","1,099.44","2.23M","0.68%"
"03/11/2013","1,107.84","1,107.60","1,109.67","1,106.84","3.70M","0.05%"
"03/12/2013","1,109.17","1,107.84","1,110.41","1,106.74","13.64M","0.12%"
"03/13/2013","1,115.11","1,109.93","1,115.11","1,107.85","2.98M","0.54%"
"03/14/2013","1,125.95","1,115.11","1,125.95","1,113.69","7.37M","0.97%"
"03/17/2013","1,127.95","1,125.95","1,127.95","1,125.95","582.38K","0.18%"
"03/18/2013","1,126.35","1,125.88","1,127.95","1,124.84","10.28M","-0.14%"
"03/19/2013","1,115.77","1,127.39","1,129.26","1,115.77","2.04M","-0.94%"
"03/20/2013","1,119.33","1,117.84","1,119.33","1,110.32","4.74M","0.32%"
"03/21/2013","1,117.60","1,119.33","1,121.46","1,117.60","7.08M","-0.15%"
"03/24/2013","1,115.23","1,117.60","1,117.81","1,112.50","1.73M","-0.21%"
"03/25/2013","1,085.40","1,115.23","1,115.23","1,085.40","1.72M","-2.67%"
"03/26/2013","1,087.04","1,085.40","1,088.06","1,085.40","41.55M","0.15%"
"03/27/2013","1,085.81","1,087.04","1,087.04","1,082.21","1.64M","-0.11%"
"03/28/2013","1,086.08","1,086.57","1,089.82","1,083.48","8.15M","0.02%"
"03/31/2013","1,091.58","1,091.13","1,091.58","1,088.48","895.61K","0.51%"
"04/01/2013","1,091.11","1,094.70","1,095.74","1,090.25","1.27M","-0.04%"
"04/02/2013","1,091.86","1,091.32","1,096.74","1,091.32","2.66M","0.07%"
"04/03/2013","1,090.17","1,091.86","1,092.13","1,087.15","846.67K","-0.15%"
"04/04/2013","1,088.01","1,088.62","1,088.79","1,087.74","487.26K","-0.20%"
"04/07/2013","1,090.56","1,088.01","1,090.56","1,086.92","2.08M","0.23%"
"04/08/2013","1,087.64","1,090.56","1,092.21","1,086.27","1.16M","-0.27%"
"04/09/2013","1,090.60","1,087.64","1,091.52","1,087.12","53.14M","0.27%"
"04/10/2013","1,085.19","1,091.63","1,092.15","1,084.68","3.17M","-0.50%"
"04/11/2013","1,087.98","1,085.19","1,089.11","1,085.19","12.29M","0.26%"
"04/14/2013","1,091.88","1,087.98","1,091.88","1,087.98","340.00K","0.36%"
"04/15/2013","1,087.63","1,093.77","1,093.89","1,087.63","7.39M","-0.39%"
"04/16/2013","1,092.25","1,085.74","1,094.32","1,085.74","3.15M","0.42%"
"04/17/2013","1,092.22","1,092.25","1,093.07","1,086.48","2.85M","0.00%"
"04/18/2013","1,093.28","1,092.22","1,093.28","1,090.15","6.83M","0.10%"
"04/21/2013","1,088.28","1,093.43","1,094.46","1,088.28","1.31M","-0.46%"
"04/22/2013","1,088.14","1,088.28","1,089.04","1,087.15","3.22M","-0.01%"
"04/23/2013","1,086.02","1,088.14","1,088.26","1,084.95","3.18M","-0.19%"
"04/24/2013","1,085.98","1,086.02","1,086.02","1,083.28","362.57K","0.00%"
"04/25/2013","1,097.43","1,085.98","1,097.43","1,085.98","1.65M","1.05%"
"04/28/2013","1,095.65","1,091.77","1,097.23","1,090.40","4.19M","-0.16%"
"04/29/2013","1,101.09","1,096.69","1,101.09","1,094.15","6.27M","0.50%"
"04/30/2013","1,104.17","1,102.45","1,104.17","1,102.45","3.73M","0.28%"
"05/02/2013","1,102.60","1,104.17","1,107.15","1,100.01","2.60M","-0.14%"
"05/05/2013","1,108.62","1,102.60","1,108.62","1,101.89","1.89M","0.55%"
"05/06/2013","1,113.03","1,108.10","1,113.03","1,108.10","914.49K","0.40%"
"05/07/2013","1,120.13","1,113.03","1,120.13","1,113.03","2.57M","0.64%"
"05/08/2013","1,130.03","1,121.17","1,131.89","1,120.13","1.51M","0.88%"
"05/09/2013","1,128.89","1,130.03","1,130.26","1,124.66","2.24M","-0.10%"
"05/12/2013","1,138.74","1,134.31","1,138.74","1,134.31","3.37M","0.87%"
"05/13/2013","1,142.31","1,137.45","1,142.31","1,136.98","890.95K","0.31%"
"05/14/2013","1,148.45","1,142.31","1,150.24","1,141.78","46.15M","0.54%"
"05/15/2013","1,148.48","1,149.49","1,150.35","1,145.70","3.77M","0.00%"
"05/16/2013","1,147.85","1,148.48","1,148.48","1,146.56","2.83M","-0.05%"
"05/19/2013","1,158.37","1,147.85","1,158.37","1,147.85","8.23M","0.92%"
"05/20/2013","1,162.84","1,158.30","1,162.84","1,156.22","2.28M","0.39%"
"05/21/2013","1,167.19","1,162.84","1,167.72","1,162.54","10.60M","0.37%"
"05/22/2013","1,168.86","1,167.40","1,169.55","1,163.69","1.37M","0.14%"
"05/23/2013","1,170.39","1,168.86","1,171.43","1,166.27","8.24M","0.13%"
"05/26/2013","1,180.33","1,171.48","1,180.33","1,170.58","5.82M","0.85%"
"05/27/2013","1,177.74","1,180.33","1,183.15","1,167.88","4.79M","-0.22%"
"05/28/2013","1,182.16","1,179.63","1,182.16","1,178.59","4.66M","0.38%"
"05/29/2013","1,182.69","1,184.24","1,184.93","1,182.69","4.47M","0.04%"
"05/30/2013","1,196.46","1,182.69","1,196.46","1,182.69","6.86M","1.16%"
"06/02/2013","1,198.68","1,196.46","1,201.91","1,194.80","3.69M","0.19%"
"06/03/2013","1,198.94","1,197.53","1,199.44","1,195.08","7.30M","0.02%"
"06/04/2013","1,200.69","1,198.94","1,201.81","1,196.06","3.54M","0.15%"
"06/05/2013","1,209.32","1,201.53","1,209.32","1,189.89","2.71M","0.72%"
"06/06/2013","1,201.42","1,209.32","1,209.32","1,196.24","3.23M","-0.65%"
"06/09/2013","1,195.38","1,201.42","1,201.42","1,195.38","2.46M","-0.50%"
"06/10/2013","1,196.01","1,197.97","1,197.98","1,195.18","1.66M","0.05%"
"06/11/2013","1,199.63","1,198.09","1,202.09","1,197.09","3.34M","0.30%"
"06/12/2013","1,203.20","1,201.52","1,203.76","1,201.52","756.42K","0.30%"
"06/13/2013","1,198.61","1,202.93","1,202.93","1,194.73","4.29M","-0.38%"
"06/16/2013","1,198.80","1,198.61","1,198.80","1,198.61","718.68K","0.02%"
"06/17/2013","1,205.59","1,199.07","1,205.59","1,199.07","5.82M","0.57%"
"06/18/2013","1,204.41","1,205.59","1,206.01","1,204.41","1.99M","-0.10%"
"06/19/2013","1,202.39","1,204.07","1,204.24","1,201.09","2.71M","-0.17%"
"06/20/2013","1,201.69","1,202.39","1,203.91","1,201.48","23.12M","-0.06%"
"06/23/2013","1,202.73","1,201.90","1,203.78","1,201.90","1.36M","0.09%"
"06/24/2013","1,197.99","1,200.15","1,201.44","1,194.32","1.95M","-0.39%"
"06/25/2013","1,194.46","1,197.99","1,197.99","1,192.76","639.39K","-0.29%"
"06/26/2013","1,188.21","1,185.90","1,191.04","1,181.08","7.26M","-0.52%"
"06/27/2013","1,188.78","1,193.34","1,193.34","1,188.57","1.61M","0.05%"
"06/30/2013","1,187.79","1,191.65","1,194.22","1,185.63","2.48M","-0.08%"
"07/01/2013","1,184.84","1,187.79","1,187.79","1,181.46","2.11M","-0.25%"
"07/02/2013","1,186.77","1,186.20","1,187.42","1,185.93","1.88M","0.16%"
"07/03/2013","1,188.82","1,186.98","1,188.86","1,186.98","390.26K","0.17%"
"07/04/2013","1,191.32","1,188.82","1,191.32","1,184.87","2.22M","0.21%"
"07/07/2013","1,193.45","1,191.86","1,193.45","1,191.86","1.57M","0.18%"
"07/08/2013","1,191.70","1,193.45","1,193.45","1,187.34","1.59M","-0.15%"
"07/09/2013","1,190.30","1,191.70","1,191.70","1,187.43","2.19M","-0.12%"
"07/10/2013","1,190.30","1,190.30","1,190.30","1,190.30","688.74K","0.00%"
"07/11/2013","1,189.82","1,188.42","1,189.82","1,187.94","2.29M","-0.04%"
"07/14/2013","1,185.39","1,189.82","1,189.82","1,177.84","1.17M","-0.37%"
"07/15/2013","1,187.08","1,185.39","1,187.08","1,183.32","3.84M","0.14%"
"07/16/2013","1,187.47","1,186.27","1,187.47","1,184.29","1.39M","0.03%"
"07/17/2013","1,189.08","1,188.40","1,189.08","1,184.99","2.00M","0.14%"
"07/18/2013","1,189.15","1,189.08","1,191.05","1,184.14","1.27M","0.01%"
"07/21/2013","1,185.52","1,189.25","1,189.25","1,184.23","1.22M","-0.31%"
"07/22/2013","1,185.52","1,185.52","1,185.52","1,185.44","785.97K","0.00%"
"07/23/2013","1,185.10","1,185.52","1,186.56","1,183.22","1.05M","-0.04%"
"07/24/2013","1,185.37","1,185.10","1,185.44","1,183.15","1.41M","0.02%"
"07/25/2013","1,188.63","1,181.51","1,188.63","1,180.74","804.22K","0.28%"
"07/28/2013","1,184.01","1,188.63","1,189.67","1,181.44","1.01M","-0.39%"
"07/29/2013","1,191.20","1,184.01","1,191.20","1,184.01","188.07K","0.61%"
"07/30/2013","1,192.23","1,189.49","1,192.23","1,189.49","401.14K","0.09%"
"07/31/2013","1,194.90","1,192.50","1,194.90","1,189.58","2.13M","0.22%"
"08/01/2013","1,198.74","1,194.90","1,198.74","1,193.59","1.78M","0.32%"
"08/04/2013","1,191.76","1,188.44","1,193.59","1,188.44","624.20K","-0.58%"
"08/05/2013","1,199.38","1,187.90","1,199.38","1,187.90","2.51M","0.64%"
"08/06/2013","1,199.54","1,198.53","1,199.54","1,197.84","595.41K","0.01%"
"08/07/2013","1,199.78","1,199.54","1,199.78","1,195.59","561.52K","0.02%"
"08/13/2013","1,198.33","1,199.78","1,201.06","1,198.33","1.36M","-0.12%"
"08/14/2013","1,196.98","1,198.19","1,198.24","1,187.92","1.22M","-0.11%"
"08/15/2013","1,200.88","1,196.77","1,200.88","1,193.67","883.92K","0.33%"
"08/18/2013","1,201.21","1,203.98","1,203.98","1,201.21","2.08M","0.03%"
"08/19/2013","1,202.68","1,203.08","1,206.22","1,202.68","2.17M","0.12%"
"08/20/2013","1,201.86","1,203.71","1,203.71","1,194.68","3.15M","-0.07%"
"08/21/2013","1,199.90","1,201.86","1,201.86","1,199.90","4.39M","-0.16%"
"08/22/2013","1,202.99","1,199.90","1,202.99","1,199.90","1.97M","0.26%"
"08/25/2013","1,200.75","1,202.99","1,202.99","1,200.75","5.39M","-0.19%"
"08/26/2013","1,201.10","1,200.96","1,201.59","1,200.96","1.33M","0.03%"
"08/27/2013","1,186.28","1,201.10","1,201.21","1,183.71","4.12M","-1.23%"
"08/28/2013","1,189.78","1,186.28","1,190.59","1,184.55","1.16M","0.30%"
"08/29/2013","1,188.27","1,187.21","1,194.30","1,186.84","565.46K","-0.13%"
"09/01/2013","1,188.05","1,188.27","1,188.81","1,188.05","302.14K","-0.02%"
"09/02/2013","1,188.69","1,188.05","1,188.69","1,181.91","1.07M","0.05%"
"09/03/2013","1,184.40","1,184.84","1,184.84","1,180.55","2.22M","-0.36%"
"09/04/2013","1,184.92","1,184.40","1,185.46","1,181.30","40.70M","0.04%"
"09/05/2013","1,180.77","1,182.76","1,183.78","1,180.59","309.13K","-0.35%"
"09/08/2013","1,181.52","1,180.77","1,183.96","1,178.68","207.76K","0.06%"
"09/09/2013","1,179.75","1,182.87","1,182.87","1,178.46","1.55M","-0.15%"
"09/10/2013","1,184.91","1,178.72","1,184.91","1,178.72","2.28M","0.44%"
"09/11/2013","1,183.59","1,183.63","1,183.63","1,181.02","781.66K","-0.11%"
"09/12/2013","1,181.71","1,181.02","1,181.71","1,179.76","691.76K","-0.16%"
"09/15/2013","1,185.65","1,181.71","1,185.65","1,181.71","608.99K","0.33%"
"09/16/2013","1,191.01","1,189.40","1,191.01","1,189.40","783.18K","0.45%"
"09/17/2013","1,192.15","1,191.05","1,192.15","1,190.86","587.00K","0.10%"
"09/18/2013","1,193.12","1,192.40","1,194.18","1,192.40","1.77M","0.08%"
"09/19/2013","1,199.09","1,194.14","1,199.58","1,194.14","1.00M","0.50%"
"09/22/2013","1,195.07","1,199.36","1,199.90","1,191.29","3.14M","-0.34%"
"09/23/2013","1,191.56","1,195.15","1,195.52","1,191.37","1.35M","-0.29%"
"09/24/2013","1,190.85","1,192.59","1,194.29","1,185.88","4.65M","-0.06%"
"09/25/2013","1,196.50","1,191.88","1,196.84","1,191.22","4.10M","0.47%"
"09/26/2013","1,197.23","1,197.53","1,198.34","1,196.92","1.29M","0.06%"
"09/29/2013","1,194.88","1,197.23","1,197.23","1,190.92","2.96M","-0.20%"
"09/30/2013","1,193.93","1,195.15","1,195.22","1,191.09","1.09M","-0.08%"
"10/01/2013","1,189.29","1,194.18","1,194.26","1,188.56","2.91M","-0.39%"
"10/02/2013","1,195.27","1,189.56","1,195.27","1,189.56","988.03K","0.50%"
"10/03/2013","1,194.04","1,195.00","1,195.30","1,189.37","2.92M","-0.10%"
"10/06/2013","1,194.17","1,194.04","1,196.28","1,193.92","1.14M","0.01%"
"10/07/2013","1,198.74","1,194.17","1,198.74","1,194.17","2.20M","0.38%"
"10/08/2013","1,196.45","1,198.74","1,198.74","1,189.02","1.56M","-0.19%"
"10/09/2013","1,191.17","1,196.45","1,197.26","1,189.88","5.72M","-0.44%"
"10/10/2013","1,194.81","1,191.17","1,194.81","1,189.70","2.95M","0.31%"
"10/13/2013","1,192.12","1,194.81","1,194.81","1,190.83","103.69K","-0.23%"
"10/14/2013","1,194.19","1,194.67","1,194.76","1,193.34","769.90K","0.17%"
"10/20/2013","1,203.77","1,194.19","1,203.77","1,192.17","2.51M","0.80%"
"10/21/2013","1,198.01","1,204.84","1,206.76","1,193.90","3.73M","-0.48%"
"10/22/2013","1,196.47","1,197.74","1,197.93","1,191.63","1.46M","-0.13%"
"10/23/2013","1,200.64","1,196.47","1,201.60","1,194.47","4.33M","0.35%"
"10/24/2013","1,202.88","1,200.64","1,204.26","1,196.48","4.13M","0.19%"
"10/27/2013","1,198.21","1,203.91","1,204.44","1,198.21","3.44M","-0.39%"
"10/28/2013","1,198.36","1,198.21","1,198.63","1,197.58","1.72M","0.01%"
"10/29/2013","1,199.37","1,197.77","1,199.86","1,196.83","2.93M","0.08%"
"10/30/2013","1,198.29","1,199.37","1,199.85","1,196.60","4.83M","-0.09%"
"10/31/2013","1,201.79","1,198.29","1,202.69","1,198.29","899.50K","0.29%"
"11/03/2013","1,201.89","1,201.79","1,201.89","1,201.79","400.14K","0.01%"
"11/05/2013","1,197.76","1,201.89","1,203.03","1,197.76","1.44M","-0.34%"
"11/06/2013","1,195.93","1,197.76","1,197.98","1,192.28","1.34M","-0.15%"
"11/07/2013","1,206.19","1,196.47","1,206.19","1,192.21","3.69M","0.86%"
"11/10/2013","1,203.34","1,199.81","1,203.34","1,199.35","961.90K","-0.24%"
"11/11/2013","1,204.79","1,203.34","1,204.79","1,200.20","183.25M","0.12%"
"11/12/2013","1,204.02","1,204.79","1,204.79","1,199.55","36.71M","-0.06%"
"11/17/2013","1,197.81","1,204.02","1,204.02","1,196.53","5.77M","-0.52%"
"11/18/2013","1,199.56","1,197.81","1,199.56","1,195.16","10.47M","0.15%"
"11/19/2013","1,199.04","1,199.29","1,200.86","1,198.17","4.46M","-0.04%"
"11/20/2013","1,193.17","1,199.04","1,199.31","1,192.28","4.09M","-0.49%"
"11/21/2013","1,201.70","1,193.17","1,201.70","1,190.54","3.27M","0.71%"
"11/24/2013","1,198.20","1,201.70","1,201.70","1,195.65","3.01M","-0.29%"
"11/25/2013","1,194.43","1,198.20","1,198.20","1,194.43","2.49M","-0.31%"
"11/26/2013","1,197.48","1,198.26","1,201.92","1,197.48","2.85M","0.26%"
"11/27/2013","1,197.27","1,198.51","1,198.51","1,193.76","3.31M","-0.02%"
"11/28/2013","1,208.55","1,197.27","1,209.58","1,197.27","4.32M","0.94%"
"12/01/2013","1,206.36","1,208.55","1,208.55","1,205.09","1.72M","-0.18%"
"12/02/2013","1,201.92","1,206.36","1,206.36","1,201.40","5.31M","-0.37%"
"12/03/2013","1,198.01","1,201.92","1,201.92","1,196.74","536.45K","-0.33%"
"12/04/2013","1,196.82","1,196.98","1,196.98","1,195.91","1.58M","-0.10%"
"12/05/2013","1,197.52","1,196.86","1,197.60","1,196.07","2.19M","0.06%"
"12/08/2013","1,200.18","1,197.52","1,200.24","1,197.52","3.02M","0.22%"
"12/09/2013","1,206.07","1,199.16","1,206.07","1,199.16","2.33M","0.49%"
"12/10/2013","1,207.66","1,206.11","1,207.66","1,204.24","2.19M","0.13%"
"12/11/2013","1,208.44","1,207.87","1,208.56","1,207.87","37.14M","0.06%"
"12/12/2013","1,206.70","1,209.25","1,209.52","1,206.70","3.62M","-0.14%"
"12/15/2013","1,207.49","1,206.70","1,207.49","1,204.85","3.03M","0.07%"
"12/18/2013","1,207.76","1,208.03","1,208.03","1,205.84","1.15M","0.02%"
"12/19/2013","1,206.47","1,208.30","1,208.30","1,204.38","9.08M","-0.11%"
"12/22/2013","1,206.36","1,207.50","1,207.50","1,205.07","4.38M","-0.01%"
"12/23/2013","1,204.36","1,205.34","1,205.34","1,203.89","4.00M","-0.17%"
"12/24/2013","1,206.84","1,204.36","1,206.84","1,203.30","5.51M","0.21%"
"12/25/2013","1,216.99","1,208.98","1,216.99","1,207.20","6.85M","0.84%"
"12/26/2013","1,222.90","1,219.13","1,222.90","1,217.32","3.27M","0.49%"
"12/29/2013","1,228.07","1,222.90","1,228.07","1,222.90","696.89K","0.42%"
"12/30/2013","1,229.08","1,228.07","1,230.47","1,224.53","4.52M","0.08%"
"12/31/2013","1,248.86","1,232.31","1,248.86","1,225.62","9.83M","1.61%"
"01/02/2014","1,247.98","1,248.86","1,248.86","1,246.23","4.62M","-0.07%"
"01/05/2014","1,248.35","1,249.06","1,250.80","1,248.14","4.00M","0.03%"
"01/06/2014","1,250.03","1,248.59","1,250.03","1,244.67","620.25K","0.13%"
"01/07/2014","1,255.55","1,250.03","1,257.12","1,250.03","7.75M","0.44%"
"01/08/2014","1,262.29","1,257.97","1,263.80","1,257.49","6.28M","0.54%"
"01/09/2014","1,263.41","1,262.56","1,265.74","1,262.56","14.81M","0.09%"
"01/12/2014","1,262.64","1,262.60","1,262.64","1,257.16","1.29M","-0.06%"
"01/14/2014","1,269.28","1,263.45","1,271.22","1,263.45","7.39M","0.53%"
"01/15/2014","1,272.87","1,269.28","1,272.87","1,268.17","3.65M","0.28%"
"01/16/2014","1,268.52","1,272.87","1,272.87","1,266.82","3.40M","-0.34%"
"01/19/2014","1,268.77","1,268.79","1,270.93","1,266.34","4.53M","0.02%"
"01/20/2014","1,279.96","1,268.77","1,279.96","1,267.36","8.30M","0.88%"
"01/21/2014","1,276.66","1,280.50","1,284.66","1,276.66","6.12M","-0.26%"
"01/22/2014","1,279.02","1,284.33","1,287.05","1,273.92","7.59M","0.18%"
"01/23/2014","1,276.98","1,279.56","1,280.16","1,275.86","7.53M","-0.16%"
"01/26/2014","1,274.15","1,273.61","1,275.60","1,263.08","5.43M","-0.22%"
"01/27/2014","1,271.70","1,275.17","1,275.17","1,271.46","2.17M","-0.19%"
"01/28/2014","1,277.78","1,271.70","1,277.78","1,269.82","1.40M","0.48%"
"01/29/2014","1,289.87","1,281.64","1,291.50","1,275.44","20.03M","0.95%"
"01/30/2014","1,294.33","1,290.94","1,296.17","1,290.94","21.08M","0.35%"
"02/02/2014","1,291.17","1,293.52","1,293.65","1,285.28","2.83M","-0.24%"
"02/03/2014","1,293.75","1,291.17","1,295.35","1,291.17","904.77K","0.20%"
"02/04/2014","1,289.31","1,295.17","1,295.50","1,286.78","3.24M","-0.34%"
"02/05/2014","1,299.96","1,289.31","1,299.96","1,286.79","3.10M","0.83%"
"02/06/2014","1,304.18","1,301.30","1,304.74","1,299.16","1.02M","0.32%"
"02/09/2014","1,311.04","1,302.65","1,311.04","1,302.65","2.22M","0.53%"
"02/10/2014","1,314.43","1,311.04","1,314.43","1,308.15","2.53M","0.26%"
"02/11/2014","1,312.97","1,315.24","1,315.66","1,310.42","2.88M","-0.11%"
"02/12/2014","1,314.94","1,314.90","1,315.46","1,312.16","16.94M","0.15%"
"02/13/2014","1,317.94","1,315.96","1,322.69","1,313.88","11.66M","0.23%"
"02/16/2014","1,323.68","1,318.48","1,323.68","1,317.81","18.90M","0.44%"
"02/17/2014","1,332.63","1,323.68","1,332.63","1,319.54","17.58M","0.68%"
"02/18/2014","1,347.28","1,337.89","1,347.28","1,336.15","14.49M","1.10%"
"02/19/2014","1,358.14","1,355.69","1,358.84","1,355.17","9.38M","0.81%"
"02/20/2014","1,365.85","1,358.14","1,368.36","1,358.14","11.96M","0.57%"
"02/23/2014","1,376.19","1,365.85","1,376.90","1,365.85","3.12M","0.76%"
"02/24/2014","1,386.63","1,372.98","1,387.51","1,372.87","19.21M","0.76%"
"02/25/2014","1,386.54","1,387.70","1,403.07","1,384.25","10.69M","-0.01%"
"02/26/2014","1,377.53","1,386.75","1,395.16","1,371.69","5.15M","-0.65%"
"02/27/2014","1,372.67","1,377.53","1,377.53","1,370.32","3.90M","-0.35%"
"03/02/2014","1,370.37","1,370.12","1,370.54","1,366.55","2.02M","-0.17%"
"03/03/2014","1,364.94","1,368.84","1,369.35","1,361.72","1.60M","-0.40%"
"03/04/2014","1,367.83","1,367.36","1,367.83","1,362.87","5.07M","0.21%"
"03/05/2014","1,364.71","1,372.65","1,373.06","1,362.89","12.66M","-0.23%"
"03/06/2014","1,373.27","1,369.56","1,373.31","1,366.79","5.10M","0.63%"
"03/09/2014","1,370.72","1,373.23","1,374.09","1,370.15","38.74M","-0.19%"
"03/10/2014","1,386.90","1,370.72","1,387.06","1,370.72","8.34M","1.18%"
"03/11/2014","1,387.37","1,389.00","1,393.74","1,384.52","8.55M","0.03%"
"03/12/2014","1,374.61","1,387.58","1,388.61","1,370.65","4.94M","-0.92%"
"03/13/2014","1,374.80","1,374.61","1,374.80","1,369.57","1.90M","0.01%"
"03/16/2014","1,375.62","1,376.90","1,377.84","1,367.61","6.15M","0.06%"
"03/17/2014","1,370.93","1,375.62","1,375.62","1,369.76","15.35M","-0.34%"
"03/18/2014","1,373.80","1,370.93","1,379.92","1,370.93","5.18M","0.21%"
"03/19/2014","1,371.64","1,373.80","1,377.47","1,370.79","9.24M","-0.16%"
"03/20/2014","1,386.27","1,371.85","1,386.27","1,371.85","4.78M","1.07%"
"03/23/2014","1,396.63","1,386.06","1,399.55","1,385.86","7.36M","0.75%"
"03/24/2014","1,377.65","1,396.63","1,396.71","1,377.04","7.24M","-1.36%"
"03/25/2014","1,356.42","1,377.65","1,377.86","1,355.91","7.26M","-1.54%"
"03/26/2014","1,354.95","1,356.63","1,361.40","1,354.95","2.62M","-0.11%"
"03/27/2014","1,341.01","1,354.99","1,354.99","1,340.71","7.78M","-1.03%"
"03/30/2014","1,344.28","1,339.82","1,347.23","1,339.82","1.16M","0.24%"
"03/31/2014","1,356.91","1,344.28","1,356.91","1,344.28","2.83M","0.94%"
"04/01/2014","1,360.21","1,356.91","1,361.33","1,355.09","3.60M","0.24%"
"04/02/2014","1,364.14","1,360.21","1,367.28","1,360.21","7.88M","0.29%"
"04/03/2014","1,367.47","1,364.30","1,367.47","1,362.99","3.91M","0.24%"
"04/06/2014","1,373.88","1,367.35","1,375.11","1,366.70","8.58M","0.47%"
"04/07/2014","1,375.55","1,372.86","1,377.75","1,372.86","8.58M","0.12%"
"04/08/2014","1,384.48","1,377.06","1,384.48","1,376.06","9.85M","0.65%"
"04/09/2014","1,388.46","1,384.48","1,390.97","1,383.41","1.25M","0.29%"
"04/10/2014","1,382.19","1,388.46","1,390.16","1,380.97","2.40M","-0.45%"
"04/13/2014","1,380.42","1,382.19","1,382.23","1,380.08","693.74K","-0.13%"
"04/14/2014","1,379.12","1,381.93","1,381.93","1,372.99","1.12M","-0.09%"
"04/15/2014","1,375.99","1,379.12","1,379.48","1,375.99","993.76K","-0.23%"
"04/16/2014","1,380.03","1,375.99","1,380.03","1,375.88","530.56K","0.29%"
"04/17/2014","1,389.05","1,380.03","1,396.58","1,380.03","2.98M","0.65%"
"04/20/2014","1,385.86","1,389.05","1,391.02","1,385.86","1.55M","-0.23%"
"04/21/2014","1,392.48","1,385.86","1,393.88","1,385.68","2.60M","0.48%"
"04/22/2014","1,397.22","1,394.48","1,399.56","1,394.48","2.99M","0.34%"
"04/23/2014","1,398.69","1,397.22","1,400.41","1,395.68","1.34M","0.11%"
"04/24/2014","1,418.84","1,398.69","1,418.93","1,398.69","3.64M","1.44%"
"04/27/2014","1,418.94","1,420.35","1,420.35","1,410.37","2.61M","0.01%"
"04/28/2014","1,425.25","1,418.94","1,429.52","1,418.94","2.98M","0.44%"
"04/29/2014","1,425.62","1,425.25","1,431.17","1,425.12","1.22M","0.03%"
"04/30/2014","1,427.33","1,427.13","1,432.01","1,422.78","3.19M","0.12%"
"05/04/2014","1,439.50","1,426.83","1,439.50","1,426.83","3.59M","0.85%"
"05/05/2014","1,455.50","1,439.50","1,455.50","1,439.50","15.08M","1.11%"
